species	sample	strategy	k	rep	depth	n_truth_cl	n_pred_cl	TP	FP	FN	precision	recall	f1	wall_s	maxrss_mb
Staphylococcus_aureus	Staphylococcus_aureus__diff_k3_rep1_d5	diff	3	1	5	3	2	2	0	1	1.0000	0.6667	0.8000	0.770	69.0
Staphylococcus_aureus	Staphylococcus_aureus__diff_k3_rep1_d10	diff	3	1	10	3	2	2	0	1	1.0000	0.6667	0.8000	1.380	123.4
Staphylococcus_aureus	Staphylococcus_aureus__diff_k5_rep1_d0.5	diff	5	1	0.5	5	1	1	0	4	1.0000	0.2000	0.3333	0.170	19.3
Staphylococcus_aureus	Staphylococcus_aureus__diff_k5_rep1_d1	diff	5	1	1	5	3	3	0	2	1.0000	0.6000	0.7500	0.310	29.1
Staphylococcus_aureus	Staphylococcus_aureus__diff_k5_rep1_d3	diff	5	1	3	5	3	3	0	2	1.0000	0.6000	0.7500	0.710	67.5
Staphylococcus_aureus	Staphylococcus_aureus__diff_k5_rep1_d5	diff	5	1	5	5	4	4	0	1	1.0000	0.8000	0.8889	1.140	104.8
Staphylococcus_aureus	Staphylococcus_aureus__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	2.240	192.2
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.090	11.1
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.130	14.8
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k2_rep1_d3	diff	2	1	3	2	2	2	0	0	1.0000	1.0000	1.0000	0.300	30.2
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k2_rep1_d5	diff	2	1	5	2	2	2	0	0	1.0000	1.0000	1.0000	0.450	43.7
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	0.860	78.7
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k3_rep1_d0.5	diff	3	1	0.5	3	1	1	0	2	1.0000	0.3333	0.5000	0.100	12.8
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.170	19.3
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k3_rep1_d3	diff	3	1	3	3	2	2	0	1	1.0000	0.6667	0.8000	0.410	40.6
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k3_rep1_d5	diff	3	1	5	3	2	2	0	1	1.0000	0.6667	0.8000	0.650	62.2
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	1.240	112.9
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k5_rep1_d0.5	diff	5	1	0.5	5	1	1	0	4	1.0000	0.2000	0.3333	0.150	16.9
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k5_rep1_d1	diff	5	1	1	5	2	2	0	3	1.0000	0.4000	0.5714	0.240	26.1
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k5_rep1_d3	diff	5	1	3	5	4	4	0	1	1.0000	0.8000	0.8889	0.640	61.9
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	1.040	94.5
Staphylococcus_epidermidis	Staphylococcus_epidermidis__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	2.030	174.4
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k2_rep1_d0.5	diff	2	1	0.5	2	1	1	0	1	1.0000	0.5000	0.6667	0.120	15.9
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k2_rep1_d1	diff	2	1	1	2	1	1	0	1	1.0000	0.5000	0.6667	0.140	20.1
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k2_rep1_d3	diff	2	1	3	2	1	1	0	1	1.0000	0.5000	0.6667	0.280	33.0
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k2_rep1_d5	diff	2	1	5	2	1	1	0	1	1.0000	0.5000	0.6667	0.420	46.4
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k2_rep1_d10	diff	2	1	10	2	2	2	0	0	1.0000	1.0000	1.0000	0.760	77.1
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k3_rep1_d0.5	diff	3	1	0.5	3	2	2	0	1	1.0000	0.6667	0.8000	0.130	17.0
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k3_rep1_d1	diff	3	1	1	3	2	2	0	1	1.0000	0.6667	0.8000	0.180	22.3
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k3_rep1_d3	diff	3	1	3	3	3	3	0	0	1.0000	1.0000	1.0000	0.400	42.5
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k3_rep1_d5	diff	3	1	5	3	3	3	0	0	1.0000	1.0000	1.0000	0.570	57.9
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k3_rep1_d10	diff	3	1	10	3	3	3	0	0	1.0000	1.0000	1.0000	1.110	103.6
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k5_rep1_d0.5	diff	5	1	0.5	5	2	2	0	3	1.0000	0.4000	0.5714	0.160	21.0
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k5_rep1_d1	diff	5	1	1	5	3	3	0	2	1.0000	0.6000	0.7500	0.240	30.0
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k5_rep1_d3	diff	5	1	3	5	5	5	0	0	1.0000	1.0000	1.0000	0.560	59.8
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k5_rep1_d5	diff	5	1	5	5	5	5	0	0	1.0000	1.0000	1.0000	0.890	89.6
Streptococcus_pneumoniae	Streptococcus_pneumoniae__diff_k5_rep1_d10	diff	5	1	10	5	5	5	0	0	1.0000	1.0000	1.0000	1.700	161.0
